date,time,end_date,status,ip_address,progress,duration_in_seconds,finished,recorded_date,response_id,recipient_last_name,recipient_first_name,recipient_email,external_reference,location_latitude,location_longitude,distribution_channel,user_language,consent,self_1,self_2,self_3,self_4,self_5,self_6,self_7,self_8,self_timing_first_click,self_timing_last_click,self_timing_page_submit,self_timing_click_count,stereotype_1,stereotype_2,stereotype_3,stereotype_4,stereotype_5,stereotype_6,stereotype_7,stereotype_8,stereotype_timing_first_click,stereotype_timing_last_click,stereotype_timing_page_submit,stereotype_timing_click_count,sci_fi,vacation,scary_movie,sports,outdoor_art,food,robert_1,robert_2,robert_3,robert_4,robert_5,robert_6,robert_7,robert_8,rob_timing_first_click,rob_timing_last_click,rob_timing_page_submit,rob_timing_click_count,imp_gw,worried_gw,harm_personally,harm_future_gen,why_advocacy,feedback_ccl,age,fam_inc,gender,gender_5_text,race,race_6_text,race_7_text,ideology,dem_rep,dem_rep_4_text,dem_strong_weak,rep_strong_weak,closer_dem_rep,use_data,use_data_no,group,duration_in_minutes
2021-03-18,13:03:24,2021-03-18 13:11:55,IP Address,174.58.214.100,100,510,True,2021-03-18 13:11:55,R_D8FsBr4myf6Cmdz,NA,NA,NA,NA,28.927398681640625,-81.981903076171875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,8,6,5,4,3,1,2,0,0,73.024,0,5,1,2,3,4,8,7,6,0,0,55.041,0,No,Adventurous,No,No,Camping,Sweet,5,1,3,4,8,2,7,6,0,0,62.699,0,Very important,Somewhat worried,A great deal,A great deal,I've been involved in climate advocacy since I was a young person and CCL seemed to be doing good work.,Yes.,61,"$50,001 - $75,000",Female,NA,White / Caucasian,NA,NA,Very liberal,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,8.5
2021-03-18,15:43:16,2021-03-18 15:59:54,IP Address,72.174.138.109,100,998,True,2021-03-18 15:59:55,R_41Lkm39AXBBkn9n,NA,NA,NA,NA,46.852203369140625,-114.02140045166015625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,5,3,6,2,8,1,7,4.347,248.969,251.144,12,5,3,1,2,6,8,4,7,22.55,111.022,113.193,2,No,Adventurous,No,No,Camping,Savory,2,5,1,4,7,6,3,8,70.104,70.104,72.099,1,Very important,Very worried,Only a little,A great deal,"I am concerned about Climate Change. But I feel that this ""Survey"" is a hoax and you are leading me towards making a donation.",I have yet to volunteer.,79,"$50,001 - $75,000",Male,NA,White / Caucasian,NA,NA,Very liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,16.633333333333333
2021-03-18,17:13:41,2021-03-18 17:27:14,IP Address,74.79.4.245,100,812,True,2021-03-18 17:27:15,R_pyZ7lvw5eH12Qx3,NA,NA,NA,NA,42.57000732421875,-77.71089935302734375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,4,3,6,8,2,1,7,0,0,148.554,0,1,2,3,4,6,5,7,8,0,0,82.561,0,No,Adventurous,No,Yes,Camping,Savory,4,1,2,3,6,5,8,7,0,0,45.088,0,Extremely important,Very worried,Only a little,A great deal,"I really liked the laser focus and on carbon fee and dividend, as well as the bi-partisan approach in getting climate legislation passed.",Always!,47,"$75,001 - $100,000",Female,NA,White / Caucasian,NA,NA,Very liberal,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,13.533333333333333
2021-03-18,18:26:55,2021-03-18 18:48:08,IP Address,24.184.218.133,100,1273,True,2021-03-18 18:48:09,R_aVK0n9b2SG2CTCN,NA,NA,NA,NA,41.1631011962890625,-73.21399688720703125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,6,7,5,3,8,1,2,0,0,93.793,0,5,1,2,4,7,8,6,3,0,0,62.794,0,Yes,Adventurous,No,No,Camping,Savory,6,3,2,1,5,8,7,4,0,0,66.513,0,Extremely important,Very worried,A moderate amount,A great deal,"I have been following and observing the subtle, gradual, and cumulative effects our changing climate since my adolescent years living on a rural farm in Maryland, and then living in rural farming community Wisconsin, watching the winters grow milder, with less frequent, less severe snow storms and noticing the shifting growing seasons as Spring came earlier each year.  

I also realized that a financial incentive was probably the only solution that would really motivate corporations and governments to take constructive action.  So when I learned of  CCL's proposed legislation initiative, it was a ""no brainer"" to me.",Absolutely positive and energizing - the largest group of committed individuals volunteering and actively participating,over 60,NA,Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,21.216666666666665
2021-03-20,14:28:26,2021-03-20 14:40:41,IP Address,24.240.74.46,100,735,True,2021-03-20 14:40:42,R_3jcDBjxtZuYXH42,NA,NA,NA,NA,43.0370941162109375,-89.3932037353515625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,6,2,4,3,8,1,5,12.05,147.249,159.381,25,2,1,4,3,6,8,5,7,4.628,71.731,84.89,11,Yes,Adventurous,No,No,Camping,Savory,1,2,3,4,6,8,5,7,9.742,52.325,64.345,12,Extremely important,Very worried,A great deal,A great deal,Concern for climate change and the partnership and relational aspects of CCL,Openness of members and flexibility about low time expectations,64,"$75,001 - $100,000",Female,NA,White / Caucasian,NA,NA,Very liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,12.25
2021-03-21,06:43:17,2021-03-21 06:59:11,IP Address,69.255.217.31,100,953,True,2021-03-21 06:59:11,R_cHY1ILBK4ZYec6t,NA,NA,NA,NA,38.8578948974609375,-77.06020355224609375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,5,6,8,7,2,1,3,10.32,21.55,105.151,15,4,1,2,3,5,7,6,8,3.034,15.843,82.15,9,Yes,Adventurous,No,No,Staying in and watching TV shows,Sweet,4,1,3,2,6,5,7,8,5.788,9.519,58.765,4,Extremely important,Very worried,A moderate amount,A great deal,"The major driving focus for me to become involved in climate advocacy was plastic waste. As I started learning more, particularly how long plastic takes to decompose, micro-plastics, and the likelihood of micro-plastics in our body, I wanted to become more involved in saving our planet and becoming more eco-friendly and sustainable. I further learned that everything is connected and there is no end all be all solution. I believe change must come at the individual, corporate, and government level. I liked that CCL was focused on policy change and had local chapters. While carbon emission doesnt necessarily focus on plastic, it will force innovation and is one piece of the very large puzzle to addressing the current climate crisis.","I think its been harder for me than expected to fully immerse myself in CCL. Part of that is COVID, part is having an unrelated, time consuming full time job, and part of it is me not putting in enough effort. I like the group of people in the Alexandria/Arlington chapter, but I also feel like there is a decent amount of turnover and its been hard to really get to know people virtually. Stephanie is great and Im happy to have her as a constant.",31,"Over $150,000",Female,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,15.883333333333333
2021-03-22,03:03:16,2021-03-22 03:10:40,IP Address,94.87.0.190,100,444,True,2021-03-22 03:10:41,R_9vsjwekcLeMTuff,NA,NA,NA,NA,43.789093017578125,11.235595703125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,6,8,5,4,1,2,3,11.109,11.109,112.596,1,3,1,2,4,6,5,8,7,13.197,13.197,24.061,1,No,Relaxing,No,Yes,Staying in and watching TV shows,Sweet,8,2,3,6,5,1,4,7,0,0,30.83,0,Extremely important,Very worried,NA,A great deal,I wanted to make a difference and CCL is on the forefront of the liaison process. I was approached by active members and decided to join.,I loved it and found it extremely welcoming.,18,"Over $150,000",Female,NA,Multi-racial (please specify),"White, Hispanic",NA,Liberal,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Different,7.4
2021-03-22,11:06:33,2021-03-22 11:18:50,IP Address,174.242.78.130,100,737,True,2021-03-22 11:18:51,R_2TWS8qUazGEcRMe,NA,NA,NA,NA,42.34979248046875,-71.07649993896484375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,3,2,4,1,6,8,7,18.869,184.465,189.363,18,4,2,1,5,3,8,6,7,12.767,94.073,103.335,19,No,Relaxing,No,Yes,Camping,Savory,3,1,2,5,4,6,7,8,9.814,40.666,41.46,7,Very important,Somewhat worried,A moderate amount,A great deal,The facts being presented by qualified scientists overwhelmingly point to the need to transition away from fossil fuels,Seem like nice concerned people with a legitimate goal in mind,68,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Neither,"Yes, you can use my data.",NA,Different,12.283333333333333
2021-03-22,11:08:39,2021-03-22 11:19:01,IP Address,107.77.231.65,100,621,True,2021-03-22 11:19:01,R_294diDkhkRPNA2r,NA,NA,NA,NA,33.8159942626953125,-117.96920013427734375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,5,7,6,3,1,8,2,0,0,132.954,0,4,3,2,1,7,5,8,6,0,0,59.392,0,Yes,Relaxing,No,Yes,Staying in and watching TV shows,Savory,2,1,3,4,5,6,8,7,0,0,92.777,0,Extremely important,Very worried,Only a little,A great deal,"How can you live on this planet and be a spiritual and sensitive person and not see that harkening to the past will not prevent devastation in the future unless a conversation is dynamic and forceful, focused and supported.",Sure but it has to become a force.,67,"$75,001 - $100,000",Male,NA,White / Caucasian,NA,NA,Conservative,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,10.35
2021-03-22,11:04:27,2021-03-22 11:26:31,IP Address,66.142.220.173,100,1323,True,2021-03-22 11:26:31,R_sYknKMxJ7m3wz97,NA,NA,NA,NA,34.0511016845703125,-118.3323974609375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,4,8,7,6,1,2,3,0,0,170.047,0,2,1,5,4,8,6,7,3,0,0,82.351,0,Yes,Adventurous,No,No,Camping,Savory,2,1,8,4,7,6,3,5,0,0,77.267,0,Extremely important,Very worried,A moderate amount,A great deal,"I believe the process of assigning a cost to CO2 and methane is if not the most important tool we have to combat the Climate Crises, it is in the top two.  In assigning a cost of green house gasses to business and government it will spur faster change.  In addition the dividend  put skin in the game for the American citizenry and also broaches the issue of income inequality. 

I believe that the Carbon Fee and dividend is a political response that can be sold to both sides of the political spectrum.  In these days of political divide we need to find answers that both sides can find a benefit in, to not only their party most importantly to the American public","Sorry, new to the organization have not participated ......yet.",64,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Not sure,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,22.05
2021-03-22,11:18:46,2021-03-22 11:26:36,IP Address,148.101.48.143,100,469,True,2021-03-22 11:26:36,R_1H6Q2YExjRoYS2i,NA,NA,NA,NA,18.4167022705078125,-68.96669769287109375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",8,7,6,4,5,3,1,2,3.356,185.601,186.855,9,4,7,8,6,5,1,3,2,14.754,35.847,36.819,7,No,Adventurous,Yes,Yes,Staying in and watching TV shows,Savory,8,7,4,5,6,2,1,3,8.615,23.376,28.088,4,Extremely important,Very worried,A great deal,A great deal,Save the planet,Yes,71,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Moderate,Republican,NA,NA,Strong Republican,NA,"Yes, you can use my data.",NA,Similar,7.816666666666666
2021-03-22,11:22:54,2021-03-22 11:30:44,IP Address,174.223.8.69,100,470,True,2021-03-22 11:30:44,R_3OoYbOPfuWNkrjd,NA,NA,NA,NA,33.355499267578125,-86.82740020751953125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",2,8,4,1,3,6,7,5,2.623,48.877,52.43,14,4,3,1,2,5,7,6,8,2.256,40.127,105.299,14,Yes,Adventurous,Yes,Yes,Camping,Sweet,3,2,5,4,7,1,8,6,6.957,40.684,44.448,9,Extremely important,Very worried,A great deal,A great deal,I had a chapter in the town my university was in and some of my professors and fellow students were in the chapter. I care about this issue a lot and it helped explain things about my major that I can’t quite read about yet in the text books they wanted us to get.,I absolutely loved this group!,23,"$35,001 - $50,000",Female,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,7.833333333333333
2021-03-22,11:05:48,2021-03-22 11:32:24,IP Address,47.25.178.15,100,1595,True,2021-03-22 11:32:24,R_vNPqrIgNyOmRCCJ,NA,NA,NA,NA,46.251495361328125,-119.10340118408203125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",3,5,8,7,6,4,2,1,0,0,183.209,0,3,4,5,8,7,6,1,2,0,0,140.985,0,No,Adventurous,Yes,No,Camping,Sweet,4,5,6,7,8,3,2,1,0,0,116.207,0,Somewhat important,Somewhat worried,Not at all,NA,I believe human CO2 production is an important long term (200 year) problem and the nation that weans itself from fossil fuels will have an important advantage over others. Any catastrophe associated with CO2 levels will occur in the future and is conditional on humanity's behavior; One world-wide nuclear war might solve the problem of global warming...,"It is a welcoming space for volunteers.  It is, of course difficult to motivate people to deal with a problem that will begin to occur in 50 to 100 years...",70,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Moderate,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,26.583333333333332
2021-03-22,11:11:35,2021-03-22 11:33:00,IP Address,50.35.140.240,100,1285,True,2021-03-22 11:33:01,R_1CeaJ7Hztt31wNO,NA,NA,NA,NA,46.2292022705078125,-119.170501708984375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",5,2,1,8,4,7,3,6,126.127,126.127,127.364,1,1,2,5,4,3,7,6,8,56.917,56.917,58.227,1,No,Relaxing,No,No,Camping,Savory,2,1,3,4,5,6,7,8,83.818,83.818,85.152,1,Very important,Very worried,A moderate amount,A great deal,"I got involved with climate advocacy because I sense that ongoing industrialization and exploitation of the earth's resources is creating massive environmental and ecological problems which are unsustainable.   Humans are increasingly disconnected from their only home, planet Earth, and are on the road to taking down major life-support systems on earth.  I see CCL as one of many institutions or movements which sense this problem, and offer an active way to try to lead humanity back to a more sensible and sustainable path.  Also I have followed climate science for a long time (I am a physicist and systems modeler) so I believe I have some understanding for how climate change works.","My experience with volunteering with CCL is  that it is a community of effective and competent individuals who know how to get things done, and at the same time are not demagogues or fanatics.  The CCL people I've been working with now care about making a difference for the environment, and they know that they have to work with many different kinds of people with different viewpoints.  And yes, CCL has indeed been a welcoming space for me as another volunteer.  CCL has room for people with diverse viewpoints how to proceed, and for people with diverse talents.  CCL also has been good about keeping to its mission.",75,"$75,001 - $100,000",Male,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Different,21.416666666666668
2021-03-22,11:21:47,2021-03-22 11:33:08,IP Address,47.147.138.140,100,680,True,2021-03-22 11:33:08,R_2ZPMPH2nCWampQs,NA,NA,NA,NA,33.7902984619140625,-118.12149810791015625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,6,8,5,2,3,1,4,5.402,67.301,69.014,13,3,1,2,4,6,7,5,8,3.384,141.69,147.632,21,No,Relaxing,Yes,No,Camping,Sweet,4,2,1,3,5,7,6,8,6.31,52.324,56.57,12,Extremely important,Somewhat worried,A great deal,A great deal,"I heard about it, I’ve been lazy though",I haven’t yet but it seems good,33,"$50,001 - $75,000",Female,NA,White / Caucasian,NA,NA,Very liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,11.333333333333334
2021-03-22,11:28:19,2021-03-22 11:34:02,IP Address,108.54.167.174,100,343,True,2021-03-22 11:34:03,R_2Cs82I6mCbnICqL,NA,NA,NA,NA,41.0841064453125,-73.83969879150390625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",8,4,6,7,5,1,2,3,0,0,44.617,0,5,3,2,1,7,8,4,6,7.259,7.259,25.826,1,Yes,Adventurous,Yes,No,Camping,Savory,1,2,5,3,6,7,4,8,0,0,32.094,0,Extremely important,Very worried,A great deal,A great deal,"My parents lost the first floor of their house during Hurricane Harvey, and models don't look like hurricanes will be getting any less intense with climate change,",Hard to say with covid,25,"Under $15,000",Male,NA,White / Caucasian,NA,NA,Very liberal,Other (please specify),Socialist,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Different,5.716666666666667
2021-03-22,11:25:24,2021-03-22 11:36:15,IP Address,67.143.161.18,100,650,True,2021-03-22 11:36:15,R_vNTOVCb0aqP26ch,NA,NA,NA,NA,36.1670989990234375,-86.786102294921875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",2,8,6,5,7,4,1,3,0,0,74.931,0,2,1,3,4,7,8,5,6,0,0,84.414,0,No,Adventurous,No,No,Camping,Sweet,3,1,2,4,7,8,5,6,0,0,36.453,0,Extremely important,Very worried,A great deal,A great deal,The non-partisan approach has the highest likelihood of creating a durable solution to the climate crisis that will enjoy broad public support,"yes, particularly the focus on local groups and personal interactions",70,"$100,001 - $150,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,10.833333333333334
2021-03-22,11:34:24,2021-03-22 11:43:21,IP Address,96.47.124.137,100,537,True,2021-03-22 11:43:22,R_BYwRL3bRwlChVfP,NA,NA,NA,NA,46.5792999267578125,-91.42209625244140625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,8,6,7,5,3,1,2,0,0,48.703,0,3,4,1,2,8,5,7,6,0,0,38.566,0,Yes,Adventurous,No,Yes,Camping,Savory,5,2,4,3,8,1,6,7,0,0,45.644,0,Extremely important,Very worried,A great deal,A great deal,"Focused, national organizing with local movements that can have a direct impact on carbon emissions inspired me to get involved.","Our local chapter is extremely well organized and led. I am inspired by their work and to continue to volunteer. It is a welcoming environment, especially for younger generations. I have been less involved at the national level/office so I can't speak to that.",39,"$25,001 - $35,000",Female,NA,White / Caucasian,NA,NA,Liberal,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,8.95
2021-03-22,11:47:10,2021-03-22 11:54:14,IP Address,68.82.189.240,100,423,True,2021-03-22 11:54:14,R_1JEhnjJDKlwBsRg,NA,NA,NA,NA,39.9340057373046875,-75.160003662109375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",1,4,6,8,7,3,5,2,0,0,44.711,0,1,4,2,3,5,6,7,8,0,0,45.833,0,Yes,Adventurous,Yes,Yes,Camping,Savory,3,1,2,4,5,6,7,8,0,0,35.956,0,Very important,Very worried,A moderate amount,A great deal,I have a masters degree in environmental policy and care deeply about these issues. I think climate change is one of the greatest challenges of our time and difficult to solve due to its gradual nature. Policies that incentivize sustainable climate practices are essential to addressing this challenge.,"I found it to be welcoming, especially when we could still meet in person.",28,"$35,001 - $50,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,7.05
2021-03-22,11:56:05,2021-03-22 12:02:38,IP Address,173.227.122.13,100,393,True,2021-03-22 12:02:39,R_2R9eJkyyWNcq4CQ,NA,NA,NA,NA,27.8672027587890625,-82.35030364990234375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,8,6,4,5,2,3,1,0,0,35.279,0,5,1,6,2,7,8,3,4,8.422,8.422,80.805,1,No,Adventurous,No,Yes,Camping,Savory,6,2,3,5,8,1,4,7,0,0,36.707,0,Extremely important,Very worried,NA,A great deal,"I got involved with climate advocacy because it was the next step in my climate engagement. I had started transitioning to a much greener lifestyle personally many years ago, but I was eager to start helping at a bigger level, particularly policy-wise.","Very welcoming! Love all the events, especially now that they are easy to attend virtually.",28,"$50,001 - $75,000",Female,NA,White / Caucasian,NA,NA,Very liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,6.55
2021-03-22,11:53:36,2021-03-22 12:03:56,IP Address,167.154.88.249,100,620,True,2021-03-22 12:03:56,R_tE76eMiFyjCv6yl,NA,NA,NA,NA,39.15069580078125,-119.7458953857421875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",8,4,7,5,6,2,1,3,56.41,56.41,132.652,1,4,2,1,3,5,7,8,6,0,0,74.03,0,Yes,Adventurous,No,Yes,Staying in and watching TV shows,Sweet,7,2,1,3,5,4,6,8,54.29,54.29,56.874,1,Extremely important,Very worried,A moderate amount,A great deal,My and my families' futures.,Have not done much volunteering.,43,"$50,001 - $75,000",Male,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Neither,"Yes, you can use my data.",NA,Different,10.333333333333334
2021-03-22,11:43:05,2021-03-22 12:05:17,IP Address,73.15.153.168,100,1331,True,2021-03-22 12:05:17,R_2DMLfKPMW8Jdg5v,NA,NA,NA,NA,37.94830322265625,-122.53790283203125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,5,7,6,8,2,1,3,0,0,157.282,0,1,4,3,2,6,5,8,7,0,0,97.134,0,Yes,Adventurous,No,No,Camping,Sweet,2,3,4,6,7,1,8,5,0,0,104.567,0,Extremely important,Very worried,A moderate amount,A great deal,I believe that the government needs to take a role in motivating people to do something about the climate crisis.  I believe that a tax on carbon would prove to be a powerful tool to get people to change their behavior.  Arguments that emphasize harm to the environment haven't had appreciable effect for the past 20 years.,"Other than giving money to the organization, I haven't been active.",73,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,22.183333333333334
2021-03-22,11:57:44,2021-03-22 12:12:30,IP Address,99.100.184.155,100,886,True,2021-03-22 12:12:31,R_2q3P2Gw4XtMUo1Z,NA,NA,NA,NA,43.0724945068359375,-89.4490966796875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",4,5,8,7,6,2,3,1,0,0,128.256,0,2,1,4,3,5,6,8,7,0,0,115.22,0,No,Adventurous,No,Yes,Camping,Savory,3,1,2,4,5,6,8,7,0,0,122.879,0,Extremely important,Very worried,Only a little,A great deal,The issue is existential.  CCL proposed a solution that seems eloquent.,It has been an extremely efficient and creative organization.,67,NA,Male,NA,White / Caucasian,NA,NA,Moderate,Independent,NA,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Similar,14.766666666666667
2021-03-22,12:06:14,2021-03-22 12:23:06,IP Address,73.7.39.75,100,1011,True,2021-03-22 12:23:06,R_BDLUjf7SqC9lIBz,NA,NA,NA,NA,33.8842010498046875,-84.3760986328125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",6,5,4,7,8,3,2,1,16.973,155.695,162.751,19,3,1,2,4,8,5,7,6,8.942,106.419,113.262,15,Yes,Relaxing,No,No,Staying in and watching TV shows,Sweet,8,3,2,6,7,1,5,4,6.009,82.002,104.954,6,Extremely important,Very worried,Only a little,A great deal,Help reduce my anxiety and distress about what we are doing to worsen climate change which would harm hundreds of millions of people.,"I love the community, people, values, goals, methods, leadership and strategies of CCL.",63,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,16.85
2021-03-22,12:09:51,2021-03-22 12:25:13,IP Address,174.85.64.10,100,922,True,2021-03-22 12:25:14,R_3EAXxo8t5vFkJsg,NA,NA,NA,NA,35.261199951171875,-120.654998779296875,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",3,1,5,2,7,4,6,8,117.403,117.403,157.677,1,4,3,7,1,8,2,5,6,0,0,38.715,0,No,Adventurous,No,No,Camping,Savory,4,1,2,7,6,5,3,8,0,0,48.477,0,Extremely important,Very worried,A great deal,A great deal,"health effects--people, ecology, habitability, food and water  paucity,etc.--","yes--I plan,speak,donate,advocate do op-eds--",76,"$100,001 - $150,000",Male,NA,White / Caucasian,NA,NA,Moderate,Other (please specify),rino,NA,NA,Closer to Democratic Party,"Yes, you can use my data.",NA,Different,15.366666666666667
2021-03-22,11:57:20,2021-03-22 12:33:01,IP Address,100.34.187.211,100,2141,True,2021-03-22 12:33:01,R_12R5GF76UnIxwCi,NA,NA,NA,NA,40.0355987548828125,-75.176300048828125,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",3,8,6,7,5,4,2,1,67.951,267.39,268.98,2,6,1,3,5,4,2,8,7,91.018,241.672,243.607,2,Yes,Adventurous,No,No,Staying in and watching TV shows,Savory,2,5,4,6,3,1,7,8,403.656,403.656,407.351,1,Extremely important,Very worried,Only a little,A great deal,"Care for wildlife, care for natural systems, CCL is volunteer led, non-partisan, acts with respect and uses evidence-based advocacy.","It is for me, but I think needs to do more to be a welcoming space for non-white volunteers and for high school aged volunteers. This is feedback I have heard directly from volunteers in those categories. I very much appreciate all of the excellent resources and support that is provided, as well as the trust that is shown in the volunteers. Other groups I volunteer with like to have constituents in lobby meetings but want their staff to do all the talking -- so I do not lobby with them.",68,"$75,001 - $100,000",Female,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,35.68333333333333
2021-03-22,12:02:48,2021-03-22 12:40:39,IP Address,96.55.17.157,100,2270,True,2021-03-22 12:40:39,R_CeP2kVWaenr0wYp,NA,NA,NA,NA,49.25,-122.5,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",7,3,4,6,5,2,8,1,0,0,269.929,0,5,2,3,4,6,7,8,1,0,0,291.636,0,Yes,Adventurous,No,No,Camping,Savory,3,2,5,6,1,4,8,7,0,0,176.8,0,Extremely important,Very worried,NA,A great deal,"climate advocacy:  The Fairness Doctrine.  An extreme dislike of stealing from the future.
CCL:  carbon fee and dividend is effective, fast & fair (equitable).  easy to understand.  has potential for bi-partisan agreement.",CCL appreciates its volunteers and offers tools and strategies for them to use.  CCL empowers its volunteers,65,"Over $150,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,37.833333333333336
2021-03-22,12:35:29,2021-03-22 12:50:10,IP Address,67.204.154.144,100,881,True,2021-03-22 12:50:11,R_3Pb3hGqzBpRO6wb,NA,NA,NA,NA,44.01849365234375,-121.29840087890625,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",3,8,5,6,7,4,1,2,0,0,185.466,0,1,2,3,4,6,5,7,8,0,0,91.584,0,No,Adventurous,No,No,Staying in and watching TV shows,Savory,1,2,4,5,8,3,6,7,0,0,70.702,0,Extremely important,Very worried,Only a little,A great deal,"The importance of climate to system benefits that people and the environment depend upon.  
Carbon tax is the most effective first step to stall and reverse climate change.","Your website is very complicated but I'm beginning to understand it.  Leaders can be pretty demanding and some people tend to not start volunteering, I believe, because they see no end to the requests from leaders.",77,"$100,001 - $150,000",Female,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Not Very Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Different,14.683333333333334
2021-03-22,12:41:19,2021-03-22 12:56:47,IP Address,69.129.82.55,100,928,True,2021-03-22 12:56:47,R_9Es3Wv2vNgpJyNz,NA,NA,NA,NA,44.532196044921875,-89.137298583984375,anonymous,EN,"Yes, I am over the age of 18 and agree to participate in this study.",6,7,5,4,3,2,1,8,15.665,15.665,164.514,1,4,3,1,2,5,8,6,7,144.97,144.97,146.285,1,Yes,Adventurous,Yes,No,Camping,Savory,4,3,1,2,5,7,6,8,0,0,106.218,0,Extremely important,Very worried,A great deal,A great deal,I love the planet and spend a lot of time enjoying the outdoors.  I grow or forage a lot of my own food.  I have children and grandchildren who also enjoy spending a lot of time outdoors.  I want all these things to continue for all people.,I haven't volunteered with CCL yet.  I plan to do so when I retire in a few years.,57,"$50,001 - $75,000",Male,NA,White / Caucasian,NA,NA,Liberal,Democrat,NA,Strong Democrat,NA,NA,"Yes, you can use my data.",NA,Similar,15.466666666666667
